Date,Close,High,Low,Open,Volume,Ticker
2010-01-04,135.61636352539062,137.76616946542978,135.00677870474712,135.65293712638504,18690,BRITANNIA
2010-01-05,135.81959533691406,137.70118297842552,134.92147692992114,135.73425691142668,22810,BRITANNIA
2010-01-06,134.5841827392578,136.95343099965453,133.70231097592387,136.95343099965453,21500,BRITANNIA
2010-01-07,134.03146362304688,135.3278485093383,133.29589883202092,134.58416038433626,821990,BRITANNIA
2010-01-08,134.32814025878906,135.72205483895507,133.3771892448258,133.3771892448258,145140,BRITANNIA
2010-01-11,134.29563903808594,135.97809963003488,134.1087031063268,135.97809963003488,1115070,BRITANNIA
2010-01-12,135.441650390625,137.76620154402755,133.72261633140397,136.14064164380304,534950,BRITANNIA
2010-01-13,134.94992065429688,136.3844767559287,134.3200087579877,136.3844767559287,10840,BRITANNIA
2010-01-14,136.56736755371094,137.52238662512957,134.94994313687917,136.05938000530102,36870,BRITANNIA
2010-01-15,137.6605224609375,137.847470760297,135.89679163323333,135.91711857118278,22940,BRITANNIA
2010-01-18,136.8111572265625,139.3104526288165,136.1406163725971,138.09128292995743,31790,BRITANNIA
2010-01-19,137.36793518066406,138.4773842795375,136.57141430051888,137.68491886576535,28070,BRITANNIA
2010-01-20,135.1002960205078,138.90004509733907,134.82395378998453,138.1563444333251,11010,BRITANNIA
2010-01-21,133.90956115722656,135.72612479443558,133.49503545617534,134.92146820007514,22210,BRITANNIA
2010-01-22,133.43408203125,134.1086908735859,130.69501758630219,131.34524402246043,18500,BRITANNIA
2010-01-25,132.69850158691406,134.88081349774546,132.07672549834177,134.88081349774546,13250,BRITANNIA
2010-01-27,127.8949966430664,134.49883430910532,125.98090316751156,133.29592335143158,29810,BRITANNIA
2010-01-28,129.68310546875,131.2639685037081,128.01284854076795,130.04479851760553,101900,BRITANNIA
2010-01-29,127.32197570800781,129.15073061707167,125.58262709057972,129.15073061707167,33120,BRITANNIA
2010-02-01,129.7034149169922,130.45117091937598,126.472609928735,127.28133434383201,10330,BRITANNIA
2010-02-02,130.03262329101562,130.84133551251165,129.31331737556738,130.04888236539884,12330,BRITANNIA
2010-02-03,129.9757080078125,131.21520494679183,127.20006976973411,129.23201976605574,21660,BRITANNIA
2010-02-04,129.7115478515625,131.17862209462317,129.31329361764193,130.0447906039742,6310,BRITANNIA
2010-02-05,129.84158325195312,131.18266506651082,125.57448896667768,129.3214046351629,23760,BRITANNIA
2010-02-08,130.6421661376953,132.7269483806501,129.63838255412583,131.50777863876178,37340,BRITANNIA
2010-02-09,130.77224731445312,132.88953583484718,130.04480570994218,132.88953583484718,10100,BRITANNIA
2010-02-10,132.1864471435547,132.75945842909877,130.12605963838624,130.62997917941664,22230,BRITANNIA
2010-02-11,132.5075225830078,134.49883110523254,131.26397017352696,131.26397017352696,52810,BRITANNIA
2010-02-15,134.10057067871094,135.49041747152893,131.78414282129694,131.7882106897677,24750,BRITANNIA
2010-02-16,132.483154296875,133.51944394789044,132.15804722260663,132.88954434073045,16400,BRITANNIA
2010-02-17,132.596923828125,133.70230508355996,132.23929865694925,132.24336652545202,18400,BRITANNIA
2010-02-18,132.97483825683594,145.08119708260116,131.75973640118212,134.10866957215234,12690,BRITANNIA
2010-02-19,132.65379333496094,134.10866368409287,132.0767142343339,133.7022737941411,25950,BRITANNIA
2010-02-22,132.48719787597656,133.6982320473312,131.75568848992657,133.6982320473312,5810,BRITANNIA
