Date,Close,High,Low,Open,Volume,Ticker
2015-12-23,1260.3760986328125,1289.566253211629,1237.1151942028182,1258.825416211454,10984341,ALKEM
2015-12-24,1389.9532470703125,1408.3794900379971,1263.386544506896,1266.1231218596185,5450848,ALKEM
2015-12-28,1339.46337890625,1405.232430466934,1308.175134193572,1398.1172850125315,2046162,ALKEM
2015-12-29,1336.863525390625,1361.9031605260996,1308.0838125883636,1340.7858856327518,1333944,ALKEM
2015-12-30,1330.2044677734375,1359.0753773436238,1317.2057270460098,1348.2202663254864,622721,ALKEM
2015-12-31,1354.8338623046875,1365.187224540109,1315.8376343204927,1331.8010025011572,774495,ALKEM
2016-01-01,1371.1160888671875,1385.6199672795358,1350.044471082102,1363.7273542349612,508347,ALKEM
2016-01-04,1395.7911376953125,1441.2639037816466,1354.6056310859146,1368.1973192843031,1350429,ALKEM
2016-01-05,1430.0440673828125,1449.3826142427579,1398.9383269328516,1402.9519960057926,658233,ALKEM
2016-01-06,1392.9180908203125,1443.0886834824719,1384.7083574755957,1419.3716760421785,594918,ALKEM
2016-01-07,1338.5054931640625,1381.8802862370305,1330.386958550151,1371.9373668268065,349010,ALKEM
2016-01-08,1347.4903564453125,1371.84595649911,1340.9226167406894,1350.0445393035513,190247,ALKEM
2016-01-11,1346.1224365234375,1354.4234774090894,1322.4510855340925,1334.9025355109463,187799,ALKEM
2016-01-12,1344.84521484375,1360.990974762421,1336.3617815194016,1350.9568589967464,143904,ALKEM
2016-01-13,1291.43603515625,1357.9348650994536,1244.230091437842,1348.2199964407116,353619,ALKEM
2016-01-14,1309.7255859375,1334.537168870048,1249.7032955242419,1274.332484560121,395952,ALKEM
2016-01-15,1305.9403076171875,1340.922864848176,1297.1376284449702,1317.3882557408072,257237,ALKEM
2016-01-18,1226.5338134765625,1296.2709855551511,1215.2682602065934,1296.225331396937,635080,ALKEM
2016-01-19,1213.58056640625,1254.2643176389854,1168.5182479240293,1236.020473018782,467691,ALKEM
2016-01-20,1206.6480712890625,1237.9362017244496,1186.762233746368,1204.0938881976986,332152,ALKEM
2016-01-21,1248.4263916015625,1254.2644447419545,1220.5133287743529,1221.4255210978015,197466,ALKEM
2016-01-22,1246.784423828125,1276.8867683675508,1199.988916412562,1263.3862783971101,166387,ALKEM
2016-01-25,1237.7081298828125,1256.818625840406,1231.4596347471934,1253.169856552266,120355,ALKEM
2016-01-27,1221.8819580078125,1244.8691664285604,1214.1739752657736,1244.8691664285604,90193,ALKEM
2016-01-28,1231.5509033203125,1242.4060148540432,1213.2158588515988,1216.8646283519042,116177,ALKEM
2016-01-29,1239.487060546875,1250.615763132575,1225.0743762852285,1225.0743762852285,136274,ALKEM
2016-02-01,1252.8507080078125,1262.8392824021737,1224.7095924747073,1241.4939562550182,145523,ALKEM
2016-02-02,1252.1663818359375,1305.2560428882614,1248.608920787645,1261.3796135604812,141659,ALKEM
2016-02-03,1252.7137451171875,1265.7580283522802,1236.4766774422994,1241.49373515232,78557,ALKEM
2016-02-04,1229.1793212890625,1271.596270038555,1221.4256854961445,1259.0079697399945,127453,ALKEM
2016-02-05,1220.5589599609375,1231.9157096335052,1213.2157673547295,1226.8986519489556,31085,ALKEM
2016-02-08,1207.1500244140625,1235.7928936000876,1200.6278252186644,1226.89901597499,38022,ALKEM
2016-02-09,1220.8782958984375,1226.3514501436323,1185.8500864588693,1194.9720102008607,42425,ALKEM
2016-02-10,1204.9146728515625,1222.3375212195238,1176.7279122187954,1220.4219399118101,50038,ALKEM
2016-02-11,1163.775146484375,1211.391546779489,1142.6122153019571,1204.0940073410584,123980,ALKEM
2016-02-12,1203.86572265625,1267.7191801943727,1144.8012744334865,1164.0029658480878,518016,ALKEM
2016-02-15,1199.4874267578125,1240.1256452566683,1178.5983085743937,1240.1256452566683,130223,ALKEM
2016-02-16,1194.60693359375,1215.952254250766,1177.9594252366035,1204.0937551470452,85016,ALKEM
2016-02-17,1202.17822265625,1210.7071981654349,1173.0792667852697,1196.7962659582222,143402,ALKEM
