Price,Close,High,Low,Open,Volume
Ticker,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS,BAJFINANCE.NS
Date,,,,,
2010-01-04,3.0281050205230713,3.043990903228916,2.9363171049509886,2.9363171049509886,4660649
2010-01-05,3.007805347442627,3.0951805189139145,2.965441910147079,3.089444058375344,3187793
2010-01-06,3.0510523319244385,3.097828736389328,2.9583822887221953,3.0095716555188483,1928814
2010-01-07,3.032518148422241,3.088119607244449,2.9919195909356473,3.088119607244449,1388767
2010-01-08,3.0876779556274414,3.168433680738762,3.02236759622153,3.036930846069094,3126964
2010-01-11,3.1657862663269043,3.1772602721852445,3.102241857884682,3.141957438025806,3920310
2010-01-12,3.0466392040252686,3.3308273788218736,2.9676485686688574,3.2390401063352794,22134432
2010-01-13,2.8860108852386475,3.102241708658102,2.859534194045652,3.0660561104664654,4801039
2010-01-14,2.9632363319396973,3.0183964062771675,2.9133704690866513,2.9133704690866513,2555216
2010-01-15,2.991919755935669,3.0095716049662196,2.9213136592723186,2.9213136592723186,1191356
2010-01-18,3.0841476917266846,3.122539761323388,2.956616447655061,3.0258981629315773,3208172
2010-01-19,2.992802381515503,3.1243052192110943,2.965441845518047,3.071350761313412,649765
2010-01-20,2.994126081466675,3.0625250437172453,2.9570575036359528,3.0625250437172453,748573
2010-01-21,2.9045445919036865,3.0528169515020713,2.886010628170061,3.0528169515020713,1419644
2010-01-22,2.9071924686431885,2.9901546810054365,2.7011121691033653,2.869241991931783,2024431
2010-01-25,2.883803606033325,2.961029342833549,2.7889271076163826,2.7889271076163826,704007
2010-01-27,2.79775333404541,2.8833625367775797,2.7801017042038785,2.868359636835094,999195
2010-01-28,2.8048148155212402,2.8683600864984977,2.69184484329368,2.7898108303444134,1756415
2010-01-29,2.7227351665496826,2.7801017185154273,2.6830185119047836,2.740385930176305,2996661
2010-02-01,2.7328851222991943,2.753625352953882,2.7205292171669884,2.743475929066298,880729
2010-02-02,2.664926052093506,3.0713503274317766,2.647715590401886,3.0713503274317766,2326207
2010-02-03,2.683901309967041,2.770393489370071,2.630946856955113,2.770393489370071,1075360
2010-02-04,2.640214443206787,2.6909624167916752,2.630065021750957,2.6658090130978964,1218734
2010-02-05,2.59564471244812,2.665368041098106,2.57711096462232,2.59034876807605,1142982
2010-02-08,2.5634307861328125,2.621239595593709,2.5422489570833777,2.5731394763839095,849234
2010-02-09,2.616384744644165,2.727148222771721,2.559458923767837,2.572697809108679,966671
2010-02-10,2.596527576446533,2.6918446082849554,2.5801992275380967,2.594761612006872,640090
2010-02-11,2.575345754623413,2.638008254543665,2.5594590050791175,2.591673237260964,553118
2010-02-15,2.5435731410980225,2.6380082745159985,2.5162134700286014,2.601822679538805,471808
2010-02-16,2.5678436756134033,2.5859371251330194,2.5179786719111723,2.560782848958405,653264
2010-02-17,2.7328851222991943,2.9698553170911373,2.6128551848249066,2.6477164189769034,22969772
2010-02-18,2.659189462661743,2.7624505035686875,2.6309468138545795,2.7359727360554125,2947360
2010-02-19,2.62741756439209,2.7006708789658926,2.604470852552253,2.6397734694922725,2969489
2010-02-22,2.6084420680999756,2.7359733412203693,2.59917476078994,2.7359733412203693,1238908
2010-02-23,2.6269760131835938,2.638890318065476,2.58681883688408,2.58681883688408,665615
2010-02-24,2.576227903366089,2.621239422483818,2.5603420199252067,2.6177085764342376,523373
2010-02-25,2.5166537761688232,2.638889953263848,2.4985614133455796,2.5859365800084597,2471538
2010-02-26,2.650805950164795,2.780102332488795,2.4954725253913286,2.4954725253913286,13283088
2010-03-02,2.777013063430786,2.858209303268506,2.6653676922128224,2.6653676922128224,6508462
2010-03-03,2.8352630138397217,2.8771852914861764,2.780102281782325,2.868360232749517,3357207
2010-03-04,2.824230432510376,2.862622508077602,2.8065794511785565,2.833939121972251,1498485
2010-03-05,2.844529628753662,2.868359315541674,2.7814257575976664,2.8665933514224924,1145864
2010-03-08,2.831291437149048,2.9124885553250133,2.8246719938665437,2.8860107821949965,971509
2010-03-09,2.846295118331909,2.868359928598765,2.7845147324670387,2.85776890630126,1722141
2010-03-10,2.8348212242126465,2.8763027627540074,2.807461553550917,2.850707973640489,695155
2010-03-11,2.759361505508423,2.8560031208107035,2.7359731967708636,2.829526215144638,1418924
2010-03-12,2.822465419769287,2.846295111594029,2.7536250744572595,2.779219864468586,1279769
2010-03-15,2.7611262798309326,2.8352623433606694,2.7359728758760054,2.7823078885100365,463059
2010-03-16,2.7518608570098877,2.8043737319053204,2.72317659680792,2.7598038007665484,341299
2010-03-17,2.7655398845672607,2.8154057544503344,2.738621592967115,2.8154057544503344,283352
2010-03-18,2.758038282394409,2.8683601775386784,2.74524099453603,2.8683601775386784,359722
2010-03-19,2.746123790740967,2.802166633957292,2.744799209055083,2.75362513332963,430020
2010-03-22,2.741710662841797,2.771276814329279,2.700670507284057,2.700670507284057,1214309
2010-03-23,2.707289695739746,2.7889273169090005,2.6927273127729565,2.7889273169090005,1010620
2010-03-25,2.688756227493286,2.6918446077857685,2.6741938430272114,2.6918446077857685,933529
2010-03-26,2.7655398845672607,2.830850040332529,2.6869914910189134,2.7006708951065184,4393250
2010-03-29,2.783632755279541,2.902338095919038,2.753625003993176,2.784514654620872,2548628
2010-03-30,2.8546791076660156,2.894836058335825,2.79510521434612,2.8065790000970767,1651843
2010-03-31,2.827319383621216,2.86835953525197,2.7942232556418296,2.8595336123555533,605404
2010-04-01,2.874537467956543,2.8860103884054644,2.797753322445935,2.797753322445935,1300869
2010-04-05,2.9098403453826904,2.9389648961108423,2.848059964974428,2.8838039581979897,1372916
2010-04-06,2.9248440265655518,2.9813284614932236,2.873213069651151,2.956616656572642,791390
2010-04-07,2.963677167892456,2.9742681909203377,2.920872992373448,2.953969343750258,1244157
2010-04-08,2.948232650756836,2.9751507227709015,2.9252857247689663,2.9252857247689663,2729159
2010-04-09,2.971179485321045,3.009571563387364,2.913370676796438,2.9830937902073433,1722758
2010-04-12,3.1119496822357178,3.133131294625068,2.97470950167823,2.9910367689611927,4504203
2010-04-13,3.1181271076202393,3.202854195533788,3.0281049421848456,3.0898844562137953,3909914
2010-04-15,3.0470809936523438,3.1331316001683964,3.036490186424852,3.1331316001683964,2337015
2010-04-16,3.2518372535705566,3.2919942079567748,3.009571162302505,3.009571162302505,11584208
2010-04-19,3.308763027191162,3.37054253968198,3.089002263443042,3.2258010393758916,6112921
2010-04-20,3.405404806137085,3.5258761069440254,3.327297158677888,3.327738541485791,21031488
