Date,Close,High,Low,Open,Volume,Ticker
2010-01-04,112.41796112060547,115.64488487221539,111.49021315617529,113.74906224424967,129123,TIMKEN
2010-01-05,116.7742919921875,121.412994437473,113.02299841685101,113.46669054208951,599207,TIMKEN
2010-01-06,114.15242767333984,118.50876981259715,113.34569673571907,117.54069514939967,88071,TIMKEN
2010-01-07,113.2650375366211,116.41129610192344,112.65998923287901,116.00793056609538,50604,TIMKEN
2010-01-08,112.5389633178711,116.57261791707793,110.92550147818835,114.39444689545363,67264,TIMKEN
2010-01-11,112.5389633178711,116.16925245715726,112.1355978579504,114.07174714167492,39831,TIMKEN
2010-01-12,111.28851318359375,116.08855905865987,110.80448208166891,113.70870562242393,62748,TIMKEN
2010-01-13,110.64315032958984,113.10368231048116,109.07002736139312,112.13560758464763,33034,TIMKEN
2010-01-14,111.61121368408203,113.46668471918807,110.96582656721519,111.7725573858649,36509,TIMKEN
2010-01-15,110.56248474121094,114.15243518800264,110.11878023436297,112.82133397719676,27405,TIMKEN
2010-01-18,110.72380828857422,112.49861368261878,109.87673844081284,111.1675127145193,19063,TIMKEN
2010-01-19,111.2481918334961,115.76589002672667,109.51372523434247,112.05492277444888,70370,TIMKEN
2010-01-20,109.19103240966797,112.82132146534569,108.66664993800586,112.01459056408397,21391,TIMKEN
2010-01-21,106.81117248535156,112.78098888047211,106.4884850303666,110.52213976636534,54123,TIMKEN
2010-01-22,101.60774993896484,106.4077961216022,99.46991807157372,104.87501240268813,0,TIMKEN
2010-01-25,92.61270141601562,105.27837293994723,92.04798614410674,105.27837293994723,130017,TIMKEN
2010-01-27,80.51174926757812,94.66987339468524,79.05963113178166,94.66987339468524,127129,TIMKEN
2010-01-28,82.97225952148438,88.37735944232381,82.0848568941428,84.54538823596333,130051,TIMKEN
2010-01-29,85.11011505126953,85.83617413576121,80.67309483532658,80.67309483532658,0,TIMKEN
2010-02-01,91.32192993164062,96.28332589954499,83.90000855947996,83.90000855947996,338734,TIMKEN
2010-02-02,89.02276611328125,94.22618484354255,88.05469135897967,94.22618484354255,45811,TIMKEN
2010-02-03,89.26477813720703,91.07992271957508,88.74040180466034,90.35386365565417,35072,TIMKEN
2010-02-04,86.19918060302734,90.31350625416343,85.51346068698254,89.70845818326497,26555,TIMKEN
2010-02-05,82.12520599365234,84.70674234606123,81.68150154798761,83.61765688972835,42886,TIMKEN
2010-02-08,84.34371948242188,85.51347684524436,82.40756405872568,84.70674593160999,25666,TIMKEN
2010-02-09,82.08486938476562,85.9975130335572,81.92352566610408,85.9975130335572,49506,TIMKEN
2010-02-10,83.01260375976562,85.47312910195491,82.68991019631862,83.33529732321261,32824,TIMKEN
2010-02-11,86.76390838623047,88.25635927947742,83.33530215491291,83.73866759389145,101000,TIMKEN
2010-02-15,87.32862091064453,87.93366909247348,84.70674545605243,84.70674545605243,30664,TIMKEN
2010-02-16,87.8933334350586,89.5471343237051,86.72357603421891,86.72357603421891,47567,TIMKEN
2010-02-17,86.76390838623047,89.86982103539157,85.75549478878413,87.20760667618597,31292,TIMKEN
2010-02-18,84.62606048583984,88.17567716696978,84.10168424518416,86.64288744615601,17901,TIMKEN
2010-02-19,83.13362121582031,85.19078130574627,82.73025576820326,83.90001310434539,23347,TIMKEN
2010-02-22,81.76216125488281,85.47312151808735,81.15711318517988,84.46470806858247,18123,TIMKEN
2010-02-23,81.19746398925781,83.8193393391279,80.71342669410157,82.24621043628495,28369,TIMKEN
2010-02-24,80.39073181152344,82.24620910540908,79.98736637960899,81.88318267863329,24602,TIMKEN
2010-02-25,79.86637115478516,81.47983319831617,79.4630056439024,80.67310217655066,13264,TIMKEN
2010-02-26,80.18905639648438,82.28655560243548,79.09997086213174,79.58400819352529,19636,TIMKEN
2010-03-02,82.6899185180664,83.73867116609657,80.7134302447039,81.39915028924588,20706,TIMKEN
2010-03-03,85.67481231689453,88.53870924649597,83.09327610377298,83.77899608336453,38863,TIMKEN
2010-03-04,87.9739990234375,89.30509996223435,85.27144583286753,85.75548925228576,78936,TIMKEN
2010-03-05,87.9739990234375,91.24125517530398,87.20760104593715,88.7403908460701,65419,TIMKEN
2010-03-08,90.11183166503906,91.76563233612067,86.48154291328045,89.708466248177,37711,TIMKEN
2010-03-09,90.11183166503906,93.4597658559678,88.74039170965516,91.12024520719424,49460,TIMKEN
2010-03-10,90.51520538330078,92.37068893298495,89.95049620984997,91.03958170428703,24878,TIMKEN
2010-03-11,87.93367004394531,90.43453465825814,87.32862185556954,90.3538627974484,9598,TIMKEN
2010-03-12,88.78075408935547,89.38580237395843,87.93368402896355,88.57907132782115,13997,TIMKEN
2010-03-15,88.619384765625,89.54712649633542,88.1353474749968,88.33703019233089,14214,TIMKEN
2010-03-16,88.70006561279297,89.46646370927039,87.97401268068732,88.57906089402117,8823,TIMKEN
2010-03-17,88.49838256835938,91.6849735071303,88.0143452303433,88.74040431480176,41091,TIMKEN
2010-03-18,85.31180572509766,89.14377808627225,83.9000264341386,88.49839080560041,37406,TIMKEN
2010-03-19,86.40087890625,87.89332985318354,85.5134761395491,87.5303034069913,14287,TIMKEN
