Price,Close,High,Low,Open,Volume
Ticker,SRF.NS,SRF.NS,SRF.NS,SRF.NS,SRF.NS
Date,,,,,
2010-01-04,31.89560890197754,32.15137568271544,30.812360009617162,31.369029898149545,2526145
2010-01-05,32.27173614501953,33.392594331637696,32.05358153674832,32.18146349148508,5181960
2010-01-06,32.1513671875,33.084161409870276,31.92568848147188,32.34695214715056,1977080
2010-01-07,32.01597595214844,32.78327644728977,31.835433477563598,32.31687625028947,1925005
2010-01-08,32.09870910644531,32.72308193222694,31.970827175164253,32.16641214936592,1626465
2010-01-11,32.20402908325195,32.75317474395745,32.12128059595227,32.49740799667858,1947175
2010-01-12,31.143342971801758,32.46730986400202,30.85748540760418,32.34694923743836,1187085
2010-01-13,31.12078285217285,31.8655164285401,30.594203874598737,31.14335244938824,1421370
2010-01-14,31.263708114624023,31.89560221277063,31.180959633853476,31.669923494442187,775190
2010-01-15,31.12830924987793,31.715067166498407,30.99290313533093,31.36903059360042,737380
2010-01-18,32.753173828125,33.219570988489586,30.93271576730797,31.068121857353212,6484345
2010-01-19,30.39109992980957,33.84395012898057,30.12028769934521,32.79831337921545,8871635
2010-01-20,30.1879825592041,30.84244335868638,29.51847632104563,30.54154032441057,3632465
2010-01-21,30.31587028503418,30.6017279353381,29.623797191232075,29.92469741346686,2686805
2010-01-22,29.337932586669922,30.01496294805801,27.254186773979782,27.254186773979782,1770875
2010-01-25,29.157386779785156,30.09018373830703,28.886577536624166,29.337929144849355,1217020
2010-01-27,27.840957641601562,29.458307118122526,27.607760416818472,29.037043264566424,1065965
2010-01-28,28.329917907714844,29.08969405354326,27.901132867162,27.983881360887032,1910730
2010-01-29,29.14236068725586,29.337945729484016,27.31438076223338,28.284787555447345,1579555
2010-02-01,28.66841697692871,29.5861683059061,28.58566852993922,28.60071396299394,1201335
2010-02-02,28.375057220458984,29.270239564901804,28.134335869522683,28.99942732769225,719120
2010-02-03,28.706045150756836,29.187487798795807,28.517981437015077,28.660908826393978,782530
2010-02-04,27.9237060546875,28.87907029208918,27.7657331862796,28.299833571635002,703150
2010-02-05,27.434738159179688,27.825911066333347,27.081177424524014,27.382080543757542,1294530
2010-02-08,27.479869842529297,27.833430554337248,27.30685156451945,27.68297900444293,407525
2010-02-09,27.690500259399414,28.209555039053235,27.178966765121302,27.682976104399376,587825
2010-02-10,27.60774803161621,28.254687531998947,27.419684356836296,27.908648189489707,580390
2010-02-11,27.818384170532227,28.021493325569146,27.54005067790735,27.68297806717428,277195
2010-02-15,27.60774803161621,27.93873906616424,25.576659770068346,27.118781329338855,227720
2010-02-16,27.720592498779297,27.968837998407807,27.532528769833373,27.61527726970954,223030
2010-02-17,27.946273803710938,28.277264963609014,27.690506994363545,27.83343440825987,631135
2010-02-18,27.660409927368164,28.013970609151265,27.585182723997086,27.76572514246329,219370
2010-02-19,27.367027282714844,27.750675923994585,27.23162120470458,27.382072721340872,237690
2010-02-22,27.31437873840332,27.78829729894268,27.156403015265248,27.682982063267264,233245
2010-02-23,27.41968536376953,28.119282489212036,27.17896408078115,27.44225208729218,1726530
2010-02-24,27.18648910522461,27.63784372513482,27.00594955296008,27.178967819557105,352195
2010-02-25,26.847970962524414,27.434731618171416,26.629819266198048,27.299325533762428,373485
2010-02-26,26.795318603515625,27.291806720303548,26.59973359310662,26.855500372641288,944395
2010-03-02,27.194015502929688,27.45730356736966,26.893112398177134,26.93824872477742,639950
2010-03-03,27.65287971496582,27.71306146448011,27.261709821617966,27.382070451022788,865040
2010-03-04,28.593204498291016,28.886586289116508,27.532525314920104,27.833428391324727,1764750
2010-03-05,29.09721565246582,29.541046095573144,28.81135802733967,29.037033891544816,1584285
2010-03-08,28.89411163330078,29.398123926630845,28.450281111554826,29.315375425515104,636575
2010-03-09,28.096712112426758,29.11225768698221,27.93873931292612,28.90162441802406,864965
2010-03-10,28.224599838256836,28.879060696800813,27.93874221686005,27.93874221686005,520740
2010-03-11,28.126813888549805,28.751186913698717,27.938750139233882,28.37505941506687,517200
2010-03-12,27.96131134033203,28.502935749512638,27.84095067936129,28.284781154745502,306325
2010-03-15,27.517478942871094,28.074145826817517,27.38959414869485,28.074145826817517,228190
2010-03-16,27.562618255615234,27.803339586872823,27.231627142542212,27.39712126426641,446795
2010-03-17,27.517478942871094,28.43522774685347,27.38207286415461,28.43522774685347,334265
2010-03-18,27.735631942749023,27.983877388686665,27.457298487602337,27.682974339603007,652900
2010-03-19,28.21707534790039,28.570636010433716,27.61527210181916,27.735632751035403,2129730
2010-03-22,27.502429962158203,28.43522408471153,27.389590621218918,27.773239215089923,829575
2010-03-23,27.78829002380371,27.961308275633964,27.570138322571598,27.78829002380371,668520
2010-03-25,27.96131134033203,28.239647700396795,27.682977849891785,27.78829306953812,951785
2010-03-26,28.134323120117188,28.49540498289307,27.833420132992174,27.833420132992174,1323015
2010-03-29,28.66841697692871,29.187471504013352,27.983865555865087,28.27724432637479,2541505
2010-03-30,29.240140914916992,29.337934834526827,28.969328749612274,28.969328749612274,1611210
2010-03-31,29.72159194946289,30.165422486802626,29.021997482778985,29.021997482778985,2092805
2010-04-01,30.58667755126953,30.737129072887683,29.819377373678645,29.819377373678645,2182780
2010-04-05,31.21857452392578,31.36902605941174,30.24064384770358,30.24064384770358,1896125
2010-04-06,31.369028091430664,31.662407026339352,30.857494559416963,31.429206987748692,2017210
2010-04-07,32.053585052490234,32.188991178019,31.3765544248464,31.654890832669423,2065240
2010-04-08,31.26799201965332,32.46582125903383,31.13576265231555,32.46582125903383,1867040
2010-04-09,31.726903915405273,31.98357994193757,31.190212553097464,31.672457395622278,1155530
2010-04-12,31.065752029418945,32.193577910560116,30.87907916062048,31.890232273428797,758015
2010-04-13,30.715742111206055,31.477996148405673,30.59129253303289,31.42354964339941,667740
2010-04-15,30.824636459350586,31.345768163351117,30.707963676636854,30.8946395355564,469260
2010-04-16,30.88686180114746,31.656895690109813,30.490179654605367,30.801302150472498,702905
2010-04-19,30.43573570251465,30.583518677942862,30.132389982517875,30.334619473478202,460275
2010-04-20,30.956857681274414,31.26798307188486,30.412389731261946,30.552395860325483,663580
2010-04-21,33.11140060424805,34.48812587196847,30.987977791459272,30.987977791459272,6841375
2010-04-22,32.636940002441406,33.53142359685871,32.36470741306885,32.93250893312639,1896670
2010-04-23,32.31024932861328,32.97916684259514,32.139130066772815,32.82360414702305,634260
2010-04-26,33.515865325927734,33.88921412975998,32.22469960000737,32.8002778932482,2104535
2010-04-27,33.134735107421875,33.83476593428655,32.8236126032361,33.445860578720044,1008065
2010-04-28,32.4347038269043,33.42252368191511,32.16246832645195,32.20136123159663,1421050
2010-04-29,33.69475173950195,33.91253773724514,32.66804208283881,32.66804208283881,1502475
2010-04-30,33.72587203979492,34.59701918300863,33.47697285601958,33.60142244790725,1609485
2010-05-03,35.07925796508789,35.437053107230284,33.24362738432319,33.44585684108884,4612370
2010-05-04,34.036991119384766,36.354869357185656,33.725868654451666,35.3903828915354,5468590
2010-05-05,35.647064208984375,36.09041605076266,32.92472688088713,33.445858602337594,4143125
2010-05-06,35.15704345703125,36.16041994998013,34.54257230549397,35.779291409867355,2081545
2010-05-07,33.66364288330078,34.6592425004276,33.438080057171355,34.2625574202978,1639050
2010-05-10,34.71369552612305,35.9037450557834,34.083667733713824,35.00148468048214,4788685
2010-05-11,34.682579040527344,36.082637699388286,34.558129447897755,35.001481307085186,3996820
2010-05-12,35.06371307373047,35.23482943592725,34.55813485555914,34.92370688922495,1122655
2010-05-13,36.440425872802734,36.86822408177102,35.195930084291376,35.31260286257582,6612480
2010-05-14,36.502655029296875,37.64603766520224,36.245976083639654,36.40153881127019,5961595
2010-05-17,36.191524505615234,36.510426717396854,35.10259149892494,35.77928585717144,1980180
2010-05-18,36.362640380859375,37.8327017311445,36.04373819887748,36.24596762060023,3770965
2010-05-19,35.35927200317383,37.03934291539577,35.15704253646446,36.1993089428409,2005330
2010-05-20,34.900367736816406,36.401542730937884,34.61257858833414,35.62373197614386,1365195
2010-05-21,34.56590270996094,34.99370092248869,33.601419207617695,34.22366710705076,1698995
2010-05-24,34.35589599609375,35.421498754235294,34.0681068779263,34.892587259320266,1073800
2010-05-25,33.134735107421875,34.44923710818862,32.74582975185536,33.15029167769802,1363910
2010-05-26,33.6792106628418,34.068116104600044,33.35253151597913,33.41475484376166,910095
2010-05-27,34.35589599609375,34.488125353378635,33.44585893305928,33.81143089878026,1080195
2010-05-28,34.93147659301758,35.647063942523936,34.534794462275116,34.534794462275116,1574090
2010-05-31,34.86146926879883,35.31260082049081,34.55034385610699,35.15703811414489,591350
