Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2010-01-04,218.59307861328125,221.76374994808987,207.68884283111072,221.76374994808987,76646086
2010-01-05,217.61752319335938,233.7147728475599,216.5403128968154,233.7147728475599,21392825
2010-01-06,221.13372802734375,222.45484246552803,217.6073688236331,219.4874126405511,23691760
2010-01-07,224.8022918701172,226.62136263819846,219.10118908571658,221.13367759149628,26197920
2010-01-08,224.21286010742188,226.3774558002081,222.75963873214556,225.198611195282,15110149
2010-01-11,219.8125762939453,233.6740930860171,213.4102744375723,230.6253533654892,188649642
2010-01-12,220.39181518554688,231.15379459204306,218.89794530360876,222.55641101778284,32790509
2010-01-13,221.25563049316406,221.94666711176538,217.19066690840523,221.13368524886295,15360176
2010-01-14,227.98313903808594,228.61318944593737,220.7271801634623,220.7271801634623,24545629
2010-01-15,225.75758361816406,231.47901129095155,224.59907656426074,228.8164584932961,18766617
2010-01-18,223.47103881835938,226.9160869718196,221.93650687772967,224.9953950876499,14172193
2010-01-19,220.52395629882812,224.80231070383877,220.04631026671518,223.5726689615741,13064666
2010-01-20,218.99957275390625,222.9832394567088,217.8817142273996,222.55641753970988,19331024
2010-01-21,214.23342895507812,218.89797056544754,213.46109545060816,218.49147282056526,18611321
2010-01-22,214.19276428222656,217.67847437871268,209.2436841233198,211.58103580333906,39869565
2010-01-25,211.79443359375,214.30454096032943,210.7070613996043,213.33911400644803,13393277
2010-01-27,208.84735107421875,213.41027134993652,207.31283269978488,210.15830316535153,24843485
2010-01-28,210.79855346679688,212.6887592582738,208.3290941254462,211.37780701667066,33223459
2010-01-29,212.63792419433594,213.77610695282752,206.92665905919426,209.9347231834662,23333042
2010-02-01,212.47535705566406,214.42653549523686,210.47335452328508,210.86969018774147,12132865
2010-02-02,208.7965545654297,214.70090007225627,208.146152744334,213.81676984838998,17248998
2010-02-03,210.14816284179688,213.0850925458313,209.56889573081114,209.56889573081114,15052266
2010-02-04,207.14007568359375,210.9712975793556,206.09335179623542,210.9712975793556,11974603
2010-02-05,199.52845764160156,204.82306367637233,198.1667084142085,198.1667084142085,29882876
2010-02-08,202.09954833984375,204.1320236100008,198.1667051645234,200.19918043468044,25894932
2010-02-09,201.8759307861328,202.84135771603584,199.73167276116453,201.9775518171624,14292031
2010-02-10,200.21949768066406,203.22756206127536,199.5894200574825,203.22756206127536,18261247
2010-02-11,206.32708740234375,207.27219021665212,200.9105231184246,201.0629682471455,23450102
2010-02-15,205.2803497314453,208.73557365402837,204.79255516876518,208.73557365402837,13498617
2010-02-16,206.8555450439453,207.51609542334873,204.26412691519312,205.30068873966874,10068256
2010-02-17,209.86358642578125,210.9306344474846,207.72949038237454,208.32906806715738,15630122
2010-02-18,202.8007354736328,211.04244636976483,202.23164405886888,209.3453206623247,19834114
2010-02-19,199.83331298828125,202.23163738876866,198.60365769201903,202.23163738876866,17754534
2010-02-22,198.76626586914062,203.2478758973911,197.15043704263255,202.29261097428957,12692045
2010-02-23,198.23785400390625,199.7926968821478,197.15046798890148,197.96346358183334,12976934
2010-02-24,198.93905639648438,200.3414677137735,196.4695968242652,197.15047148732174,12487589
2010-02-25,195.748046875,200.19918463378352,194.94522699563592,199.20327118781512,18954063
2010-02-26,198.96949768066406,202.23162791010543,196.38825552773582,196.94718479345337,22579233
2010-03-02,199.83331298828125,203.04463285022405,199.0609659431424,200.19916230269237,18210596
2010-03-03,208.28843688964844,208.93882514666367,200.80891087994064,200.80891087994064,26623966
2010-03-04,206.09335327148438,211.37779683561857,204.87387360075638,211.37779683561857,20781218
2010-03-05,205.23971557617188,208.5323324949394,204.28445059256535,207.71935054569093,11774505
2010-03-08,204.08123779296875,208.73561812188404,203.6544157637506,207.55677309652793,11941298
2010-03-09,201.2865447998047,205.64620977928894,200.8190744208543,204.56899955705282,17459521
2010-03-10,205.0263214111328,207.08928305088494,201.07315392119236,202.23166105692414,24807175
2010-03-11,206.59130859375,207.3128451410097,204.67061659260634,205.28035642394457,14583772
2010-03-12,207.6380157470703,209.95504320048954,206.0933353006447,206.2965909397511,22333253
2010-03-15,208.94898986816406,209.7416611659876,205.9104391724454,207.71934807039182,18131701
2010-03-16,217.0585479736328,217.8410570512506,209.14205253935506,209.75179229587386,33998717
2010-03-17,217.4142608642578,220.01582741596098,216.62158958974422,218.45082264319862,21599472
2010-03-18,218.8878173828125,219.83292026872806,216.2760885992673,218.28823962926478,15292424
2010-03-19,221.95681762695312,222.8612583205742,217.50568103882716,219.2637790484895,19737747
2010-03-22,218.27804565429688,223.3693951150011,215.8492351126245,215.8492351126245,20468483
2010-03-23,221.82473754882812,222.34301844130812,218.88780796892047,219.09105005712337,20005544
2010-03-25,221.8349151611328,222.9629495322047,218.97928221687656,222.7596938622301,22967888
2010-03-26,223.66412353515625,225.80839531548045,222.5869133767787,222.96292479208017,18075516
2010-03-29,222.21092224121094,225.5949981526424,221.7434518473099,224.3246943349043,20249784
2010-03-30,221.16416931152344,224.7311626439997,220.11744550679015,222.7596602775945,18938795
2010-03-31,218.33905029296875,222.55644591531754,217.73947253903802,222.1296239438995,21647708
2010-04-01,221.95681762695312,223.26775598973475,218.897929789489,219.10117184028923,12519976
2010-04-05,228.83676147460938,229.59895994789443,222.86128174236362,222.86128174236362,19912935
2010-04-06,228.28802490234375,230.27985162828193,227.67827150527333,229.26361405658133,12481837
2010-04-07,229.60914611816406,233.67412390325433,228.2677210869172,228.65388108731517,20218574
2010-04-08,224.90394592285156,230.99122272821242,223.8775462616299,230.279848297773,14723428
2010-04-09,228.59292602539062,229.8734056585413,225.239336054388,225.239336054388,16826518
2010-04-12,229.13148498535156,232.71882980697578,228.17622007381053,232.71882980697578,12699784
2010-04-13,227.82054138183594,230.48309413589436,225.86937663736532,229.26361447465487,13971281
2010-04-15,221.68247985839844,230.666024850119,220.94061906193988,228.65387379981482,24286918
2010-04-16,220.37149047851562,222.55641051230964,217.70895159257523,220.7475018658515,18193722
2010-04-19,215.80859375,219.4670460533009,213.6135115139701,219.4670460533009,16389189
2010-04-20,216.09315490722656,219.45690654976548,214.29440809764276,217.44475554059994,16748550
2010-04-21,214.2436065673828,218.22727390153412,213.03428891719597,217.47525098393282,19187549
2010-04-22,218.64393615722656,222.33287534645342,213.42046480061413,213.5119237481252,25598349
2010-04-23,221.17434692382812,222.75967589747378,219.50770754821187,219.50770754821187,23235165
2010-04-26,217.7292938232422,223.12552033205765,216.15411342084116,219.5077027396491,16652152
2010-04-27,215.69683837890625,217.06876334340163,214.42654803840497,216.0525256439749,13970196
2010-04-28,206.75389099121094,214.21307823532132,205.68682945511785,214.21307823532132,40110291
2010-04-29,210.37171936035156,211.35747061905894,207.14007519876242,208.12582645746983,23447044
2010-04-30,210.0770263671875,212.8411866984806,209.34532768967017,211.37780291100904,15821019
2010-05-03,208.07501220703125,209.8737589179773,206.9266672990324,208.5323204629063,12535244
2010-05-04,207.54656982421875,211.17454956919443,205.99172717675592,208.16647174884858,17348783
2010-05-05,207.4449462890625,208.03436189396623,203.91860119617002,205.2803502796352,14976570
2010-05-06,204.84339904785156,207.98357091268818,204.06088982412237,207.27220999184993,23863448
2010-05-07,209.91441345214844,215.442761100498,198.36993714036723,198.36993714036723,72063684
2010-05-10,221.00865173339844,221.5410038413194,212.94144455719166,215.19371398910917,38050844
2010-05-11,218.63357543945312,222.97430499577865,217.72243022033595,222.97430499577865,26325489
2010-05-12,221.7355194091797,223.06639280674779,217.8657192093948,220.32273412450212,15294301
2010-05-13,219.4525604248047,223.8751877196961,217.4459991800054,217.4459991800054,11947698
2010-05-14,213.6887969970703,219.28875201025858,211.91769325284824,218.61306433460118,18161695
2010-05-17,208.13999938964844,211.85624008449236,206.59412964188465,211.85624008449236,20611809
2010-05-18,208.96925354003906,211.6003020208283,206.34842866813733,208.84640621827296,15445191
2010-05-19,204.47499084472656,208.38574040605863,203.74811676679863,208.23216756727035,26097480
2010-05-20,204.7411346435547,207.4131458922038,203.47167131833777,204.95613112398257,18577281
2010-05-21,203.84024047851562,204.7206736763766,199.85783020113797,202.6834007890944,19167407
2010-05-24,209.3889923095703,214.77395017731698,208.11952900056502,208.43689824479787,24726303
2010-05-25,201.81320190429688,209.87017150581855,201.21942615211037,209.87017150581855,25245934
2010-05-26,206.39964294433594,206.79889676759072,202.9086219668183,203.70715694918238,13726569
2010-05-27,209.30711364746094,210.42300424294828,205.07899498264422,207.0036578452797,27405100
2010-05-28,212.25550842285156,212.7366740859537,207.72025825714425,210.88367236899694,17535288
2010-05-31,214.0880584716797,214.68183423967747,210.6379865812999,210.92464402167505,16548811
2010-06-01,206.91152954101562,213.965205411444,205.59087967945624,213.61713796055736,19466130
2010-06-02,207.01388549804688,209.05115831968635,205.43730381542443,207.82265772759217,19728249
2010-06-03,211.05770874023438,212.53191757767567,208.82592776479018,208.82592776479018,17106958
2010-06-04,211.13963317871094,212.12243912879103,209.34805499148666,211.09867040185796,14088022
2010-06-07,206.3382110595703,207.8226710107822,204.7513919983894,207.8226710107822,13503377
2010-06-08,204.01431274414062,207.3517612803061,203.74812982965577,206.73749722162688,15226706
2010-06-09,206.1949005126953,207.822682442502,204.75140326116713,204.7923523745783,15242486
2010-06-10,207.8943328857422,208.3243122227601,206.21536464901246,206.7989031535626,13962908
2010-06-11,214.2518768310547,215.16302196540008,209.0511889374132,209.87019856404635,23307069
2010-06-14,217.7530975341797,219.08398461216817,214.8046796083736,215.9922448014475,15892958
2010-06-15,218.2854461669922,219.06350658003294,215.00943541338077,218.10117517502692,18992836
2010-06-16,216.61676025390625,219.6266022317482,216.03322169378245,219.08401278686614,11833071
2010-06-17,219.37062072753906,220.5172230312627,216.68837227728352,217.71212726302088,21047804
2010-06-18,215.87962341308594,223.13807192150352,215.10157664721774,221.1724462818056,38277934
2010-06-21,218.19332885742188,219.43208052155276,217.2412346503902,217.2412346503902,11792906
